0,1,2
病名,发病数,死亡数
甲乙丙类总计,48055,151
甲乙类传染病合计,25482,151
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,203,94
病毒性肝炎,8969,34
甲型肝炎,16,0
乙型肝炎,6459,1
丙型肝炎,2427,33
丁型肝炎,2,0
戊型肝炎,61,0
肝炎未分型,4,0
脊灰,0,0
人禽流感,0,0
麻疹,3,0
出血热,9,0
狂犬病,3,7
乙脑,0,0
登革热,2,0
炭疽,4,0
细菌性和阿米巴性痢疾,693,0
肺结核,3553,16
伤寒和副伤寒,6,0
流脑,1,0
百日咳,71,0
白喉,0,0
新生儿破伤风,0,0
猩红热,39,0
布病,693,0
淋病,215,0
梅毒,1787,0
钩体病,0,0
血吸虫病,0,0
疟疾,28,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,9203,0
丙类传染病合计,22573,0
流行性感冒,2245,0
流行性腮腺炎,524,0
风疹,4,0
急性出血性结膜炎,314,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,5,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,7344,0
手足口病,12135,0
