0,1,2
病名,发病数,死亡数
甲乙丙类总计,35841,94
甲乙类传染病合计,20416,94
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,244,82
肝 炎,9036,1
甲肝,33,0
乙肝,6379,1
丙肝,2533,0
戊肝,56,0
肝炎（未分型）,35,0
脊 灰,0,0
人感染高致病性禽流感,0,0
麻 疹,215,2
出 血 热,12,0
狂 犬 病,10,7
乙脑,3,0
登革热,0,0
炭 疽,0,0
痢 疾,2228,0
肺结核,5838,2
伤寒+副伤寒,34,0
流 脑,2,0
百 日 咳,56,0
白 喉,0,0
新生儿破伤风,1,0
猩 红 热,143,0
布 病,751,0
淋 病,276,0
梅 毒,1546,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,21,0
人感染H7N9禽流感,0,0
丙类传染病合计,15425,0
流行性感冒,996,0
流行性腮腺炎,2258,0
风疹,9,0
急性出血性结膜炎,249,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,5885,0
手足口病,6026,0
