0,1,2
病种,发病数,死亡数
甲乙丙类传染病总计,22960,10
甲乙类传染病合计,21790,10
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,10,7
病毒性肝炎*,1071,0
甲型肝炎,8,0
乙型肝炎,609,0
丙型肝炎,442,0
丁型肝炎,0,0
戊型肝炎,9,0
肝炎（未分型）,3,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
流行性出血热,1,0
狂犬病,0,0
流行性乙型脑炎,1,0
登革热,0,0
皮肤炭疽,4,0
细菌性和阿米巴性痢疾,45,0
肺结核,1185,2
伤寒和副伤寒,0,0
流行性脑脊髓膜炎,0,0
百日咳,9,0
白喉,0,0
新生儿破伤风,0,0
猩红热,2,0
布鲁氏菌病,221,0
淋病,37,0
梅毒,339,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒感染**,18864,1
丙类传染病合计,1170,0
流行性感冒,520,0
流行性腮腺炎,49,0
风疹,0,0
急性出血性结膜炎,20,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,11,0
丝虫病,0,0
其它感染性腹泻病,563,0
手足口病,6,0
