0,1,2
病种,发病数,死亡数
甲乙丙类传染病总计,2587,10
甲乙类传染病合计,1520,10
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,59,10
病毒性肝炎*,598,0
甲型肝炎,13,0
乙型肝炎,371,0
丙型肝炎,209,0
丁型肝炎,0,0
戊型肝炎,3,0
肝炎（未分型）,2,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
流行性出血热,4,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
皮肤炭疽,4,0
细菌性和阿米巴性痢疾,32,0
肺结核,432,0
伤寒和副伤寒,0,0
流行性脑脊髓膜炎,1,0
百日咳,12,0
白喉,0,0
新生儿破伤风,0,0
猩红热,4,0
布鲁氏菌病,142,0
淋病,21,0
梅毒,190,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染**,21,0
丙类传染病合计,1067,0
流行性感冒,606,0
流行性腮腺炎,50,0
风疹,5,0
急性出血性结膜炎,50,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,10,0
丝虫病,0,0
其它感染性腹泻病,317,0
手足口病,28,0
