0,1,2
病种,发病数,死亡数
甲乙丙类传染病总计,26765,21
甲乙类传染病合计,6676,21
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,61,16
病毒性肝炎*,1733,1
甲型肝炎,16,0
乙型肝炎,1134,0
丙型肝炎,579,1
丁型肝炎,0,0
戊型肝炎,3,0
肝炎（未分型）,1,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,4,0
流行性出血热,9,0
狂犬病,0,0
流行性乙型脑炎,2,0
登革热,0,0
皮肤炭疽,10,0
细菌性和阿米巴性痢疾,69,0
肺结核,1515,3
伤寒和副伤寒,1,0
流行性脑脊髓膜炎,0,0
百日咳,70,1
白喉,0,0
新生儿破伤风,0,0
猩红热,116,0
布鲁氏菌病,365,0
淋病,66,0
梅毒,868,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,2,0
人感染H7N9禽流感,0,0
新型冠状病毒感染**,1784,0
猴痘,1,0
丙类传染病合计,20089,0
流行性感冒,17056,0
流行性腮腺炎,161,0
风疹,1,0
急性出血性结膜炎,108,0
麻风病,0,0
斑疹伤寒,2,0
黑热病,3,0
包虫病,18,0
丝虫病,0,0
其它感染性腹泻病,984,0
手足口病,1756,0
