0,1,2
病种,发病数,死亡数
甲乙丙类传染病总计,27481,7
甲乙类传染病合计,20028,7
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,87,7
病毒性肝炎*,1502,0
甲型肝炎,18,0
乙型肝炎,948,0
丙型肝炎,522,0
丁型肝炎,0,0
戊型肝炎,8,0
肝炎（未分型）,6,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
流行性出血热,1,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
皮肤炭疽,13,0
细菌性和阿米巴性痢疾,188,0
肺结核,1668,0
伤寒和副伤寒,4,0
流行性脑脊髓膜炎,1,0
百日咳,30,0
白喉,0,0
新生儿破伤风,0,0
猩红热,36,0
布鲁氏菌病,661,0
淋病,66,0
梅毒,617,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,2,0
人感染H7N9禽流感,0,0
新型冠状病毒感染**,15150,0
丙类传染病合计,7453,0
流行性感冒,4159,0
流行性腮腺炎,233,0
风疹,7,0
急性出血性结膜炎,92,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,21,0
丝虫病,0,0
其它感染性腹泻病,2549,0
手足口病,390,0
