0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,16858,96
甲、乙类合计,14738,96
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,173,81
病毒性肝炎,4053,1
甲肝,16,0
乙肝,3111,1
丙肝,915,0
丁肝,1,0
戊肝,7,0
肝炎（未分型）,3,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,2,0
细菌性和阿米巴性痢疾,87,0
肺结核,2003,14
伤寒+副伤寒,9,0
流行性脑脊髓膜炎,0,0
百日咳,23,0
白喉,0,0
新生儿破伤风,0,0
猩红热,41,0
布病,1339,0
淋病,126,0
梅毒,3234,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,3648,0
丙类合计,2120,0
流行性感冒,170,0
流行性腮腺炎,119,0
风疹,0,0
急性出血性结膜炎,1,0
麻风病,1,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,101,0
丝虫病,0,0
其它感染性腹泻,1330,0
手足口病,397,0
