0,1,2
病名,发病数,死亡数
甲乙丙类总计,7088,69
甲乙类总计,6019,69
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,111,61
病毒性肝炎,2666,0
甲肝,12,0
乙肝,2098,0
丙肝,538,0
丁肝,1,0
戊肝,15,0
肝炎（未分型）,2,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,1,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,52,0
肺结核,1445,8
伤寒+副伤寒,7,0
流行性脑脊髓膜炎,0,0
百日咳,0,0
白喉,0,0
新生儿破伤风,0,0
猩红热,69,0
布病,272,0
淋病,71,0
梅毒,1324,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,1,0
丙类传染病合计,1069,0
流行性感冒,89,0
流行性腮腺炎,156,0
风疹,1,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,52,0
丝虫病,0,0
其它感染性腹泻,492,0
手足口病,278,0
