0,1,2
"病
名",发病数,死亡数
甲、乙、丙类合计,11563,74
甲、乙类合计,9819,74
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,133,46
病毒性肝炎,3334,0
甲肝,18,0
乙肝,2612,0
丙肝,675,0
丁肝,0,0
戊肝,20,0
肝炎（未分型）,9,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,35,0
肺结核,3297,28
伤寒+副伤寒,7,0
流行性脑脊髓膜炎,4,0
百日咳,11,0
白喉,0,0
新生儿破伤风,1,0
猩红热,43,0
布病,735,0
淋病,107,0
梅毒,2103,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,8,0
丙类合计,1744,0
流行性感冒,218,0
流行性腮腺炎,202,0
风疹,3,0
急性出血性结膜炎,0,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,117,0
丝虫病,0,0
其它感染性腹泻,1085,0
手足口病,116,0
