0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,14988,81
甲、乙类合计,12848,81
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,122,58
病毒性肝炎,3700,7
甲肝,8,0
乙肝,2723,0
丙肝,955,7
丁肝,0,0
戊肝,12,0
肝炎(未分型),2,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,4,0
炭疽,0,0
细菌性和阿米巴性痢疾,86,0
肺结核,1840,14
伤寒+副伤寒,7,0
流行性脑脊髓膜炎,2,0
百日咳,21,0
白喉,0,0
新生儿破伤风,0,0
猩红热,105,0
布病,917,2
淋病,128,0
梅毒,2680,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,3235,0
猴痘,0,0
丙类合计,2140,0
流行性感冒,248,0
流行性腮腺炎,206,0
风疹,0,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,103,0
丝虫病,0,0
其它感染性腹泻,872,0
手足口病,710,0
