0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,15165,91
甲、乙类合计,11439,91
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,158,68
病毒性肝炎,3898,1
甲肝,23,0
乙肝,3148,0
丙肝,707,1
丁肝,1,0
戊肝,17,0
肝炎（未分型）,2,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,27,0
肺结核,2608,21
伤寒+副伤寒,1,0
流行性脑脊髓膜炎,0,0
百日咳,0,0
白喉,0,0
新生儿破伤风,0,0
猩红热,17,0
布病,588,0
淋病,56,0
梅毒,2231,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,1854,1
丙类合计,453,0
流行性感冒,2751,0
流行性腮腺炎,78,0
风疹,1,0
急性出血性结膜炎,2,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,85,0
丝虫病,0,0
其它感染性腹泻,802,0
手足口病,7,0
