0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,14297,99
甲、乙类合计,10211,98
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,98,66
病毒性肝炎,3331,5
甲肝,10,0
乙肝,2595,0
丙肝,711,5
丁肝,1,0
戊肝,11,0
肝炎(未分型),3,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,4,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,45,0
肺结核,1616,27
伤寒+副伤寒,4,0
流行性脑脊髓膜炎,1,0
百日咳,40,0
白喉,0,0
新生儿破伤风,0,0
猩红热,251,0
布病,760,0
淋病,132,0
梅毒,2432,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,1497,0
猴痘,0,0
丙类合计,4086,1
流行性感冒,1202,0
流行性腮腺炎,199,0
风疹,2,0
急性出血性结膜炎,3,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,2,1
包虫病,85,0
丝虫病,0,0
其它感染性腹泻,776,0
手足口病,1817,0
