0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,12687,81
甲、乙类合计,9777,81
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,192,56
病毒性肝炎,3372,1
甲肝,23,0
乙肝,2565,0
丙肝,765,1
丁肝,2,0
戊肝,16,0
肝炎（未分型）,1,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,66,0
肺结核,2464,24
伤寒+副伤寒,5,0
流行性脑脊髓膜炎,0,0
百日咳,18,0
白喉,0,0
新生儿破伤风,0,0
猩红热,84,0
布病,1231,0
淋病,109,0
梅毒,2234,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
丙类合计,2910,0
流行性感冒,115,0
流行性腮腺炎,207,0
风疹,8,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,108,0
丝虫病,0,0
其它感染性腹泻,916,0
手足口病,1555,0
