0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,11634,101
甲、乙类合计,9416,101
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,103,52
病毒性肝炎,3220,1
甲肝,17,0
乙肝,2532,0
丙肝,651,1
丁肝,0,0
戊肝,12,0
肝炎（未分型）,8,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,61,0
肺结核,2619,48
伤寒+副伤寒,2,0
流行性脑脊髓膜炎,0,0
百日咳,16,0
白喉,0,0
新生儿破伤风,0,0
猩红热,65,0
布病,1157,0
淋病,110,0
梅毒,2060,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,3,0
丙类合计,2218,0
流行性感冒,200,0
流行性腮腺炎,226,0
风疹,10,0
急性出血性结膜炎,2,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,2,0
包虫病,102,0
丝虫病,0,0
其它感染性腹泻,1140,0
手足口病,536,0
