0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,28214,103
甲、乙类合计,11886,102
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,306,88
病毒性肝炎,4454,0
甲肝,23,0
乙肝,3395,0
丙肝,1020,0
丁肝,0,0
戊肝,14,0
肝炎（未分型）,2,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,39,0
肺结核,3567,14
伤寒+副伤寒,2,0
流行性脑脊髓膜炎,1,0
百日咳,0,0
白喉,0,0
新生儿破伤风,0,0
猩红热,20,0
布病,667,0
淋病,57,0
梅毒,2385,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,387,0
丙类合计,16328,1
流行性感冒,14899,1
流行性腮腺炎,123,0
风疹,1,0
急性出血性结膜炎,2,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,105,0
丝虫病,0,0
其它感染性腹泻,1181,0
手足口病,16,0
