0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,20874,84
甲、乙类合计,17823,84
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,214,56
病毒性肝炎,3284,7
甲肝,11,0
乙肝,2489,2
丙肝,762,5
丁肝,0,0
戊肝,16,0
肝炎(未分型),6,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,75,0
肺结核,2117,21
伤寒+副伤寒,7,0
流行性脑脊髓膜炎,0,0
百日咳,1,0
白喉,0,0
新生儿破伤风,0,0
猩红热,65,0
布病,1124,0
淋病,81,0
梅毒,2095,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,8758,0
丙类类计,3051,0
流行性感冒,497,0
流行性腮腺炎,251,0
风疹,1,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,94,0
丝虫病,0,0
其它感染性腹泻,2022,0
手足口病,185,0
