0,1,2
"病
名",发病数,死亡数
甲、乙、丙类合计,3928,174
甲、乙类合计,3652,174
"鼠
疫",0,0
"霍
乱",0,0
传染性非典型肺炎,0,0
艾滋病,225,144
病毒性肝炎,1483,1
"甲
肝",11,0
"乙
肝",1255,0
"丙
肝",211,1
丁肝,0,0
"戊
肝",4,0
肝炎（未分型）,2,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
"麻
疹",0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
"炭
疽",0,0
细菌性和阿米巴性痢疾,12,0
肺结核,704,29
伤寒+副伤寒,0,0
流行性脑脊髓膜炎,0,0
百日咳,3,0
"白
喉",0,0
新生儿破伤风,0,0
猩红热,3,0
"布
病",206,0
"淋
病",30,0
"梅
毒",867,0
钩端螺旋体病,0,0
血吸虫病,0,0
"疟
疾",0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,119,0
丙类合计,276,0
流行性感冒,73,0
流行性腮腺炎,31,0
"风
疹",0,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,27,0
丝虫病,0,0
其它感染性腹泻,135,0
手足口病,8,0
