0,1,2
"病
名",发病数,死亡数
甲、乙、丙类总计,9258,102
甲、乙类总计,7285,102
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,160,78
病毒性肝炎,3162,0
甲肝,11,0
乙肝,2490,0
丙肝,645,0
丁肝,1,0
戊肝,14,0
肝炎（未分型）,1,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,17,0
肺结核,1700,24
伤寒+副伤寒,4,0
流行性脑脊髓膜炎,0,0
百日咳,4,0
白喉,0,0
新生儿破伤风,0,0
猩红热,20,0
布病,292,0
淋病,74,0
梅毒,1852,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,1973,0
流行性感冒,835,0
流行性腮腺炎,72,0
风疹,4,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,64,0
丝虫病,0,0
其它感染性腹泻,978,0
手足口病,19,0
