0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,10869,101
甲、乙合计,8678,101
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,124,58
病毒性肝炎,3317,2
甲肝,14,0
乙肝,2553,0
丙肝,731,2
丁肝,1,0
戊肝,11,0
肝炎（未分型）,7,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,3,0
细菌性和阿米巴性痢疾,87,0
肺结核,1886,41
伤寒+副伤寒,1,0
流行性脑脊髓膜炎,0,0
百日咳,31,0
白喉,0,0
新生儿破伤风,0,0
猩红热,52,0
布病,1017,0
淋病,101,0
梅毒,2058,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
丙类合计,2191,0
流行性感冒,105,0
流行性腮腺炎,148,0
风疹,3,0
急性出血性结膜炎,1,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,115,0
丝虫病,0,0
其它感染性腹泻,964,0
手足口病,854,0
