0,1,2
疾病病种,本期发病数,本期死亡数
甲乙丙类总计,137921,164
甲乙类合计,75099,164
鼠疫,0,0
霍乱,1,0
传染性非典,0,0
艾滋病,437,121
肝炎,30093,24
甲肝,201,0
乙肝,26560,3
丙肝,2986,21
丁肝,4,0
戊肝,270,0
肝炎（未分型）,72,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,20,0
出血热,18,0
狂犬病,0,0
乙脑,0,0
登革热,184,0
炭疽,0,0
痢疾,58,0
肺结核,6180,19
伤寒+副伤寒,111,0
流脑,0,0
百日咳,1067,0
白喉,0,0
新生儿破伤风,2,0
猩红热,109,0
布病,79,0
淋病,2411,0
梅毒,7981,0
钩体病,14,0
血吸虫病,0,0
疟疾,9,0
人感染H7N9禽流感,0,0
新冠病毒感染,26325,0
丙类合计,62822,0
流行性感冒,20396,0
流行性腮腺炎,807,0
风疹,18,0
急性出血性结膜炎,1151,0
麻风病,3,0
斑疹伤寒,27,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,20288,0
手足口病,20132,0
