0,1,2
病名,发病数,死亡数
甲乙丙类总计,28824,120
甲乙类传染病合计,16632,120
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,264,104
病毒性肝炎,9015,2
甲型肝炎,17,0
乙型肝炎,6680,2
丙型肝炎,2238,0
丁型肝炎,0,0
戊型肝炎,78,0
肝炎未分型,2,0
脊灰,0,0
人禽流感,1,0
麻疹,2,0
出血热,8,0
狂犬病,1,0
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,542,0
肺结核,3960,14
伤寒和副伤寒,4,0
流脑,1,0
百日咳,67,0
白喉,0,0
新生儿破伤风,0,0
猩红热,33,0
布病,560,0
淋病,249,0
梅毒,1759,0
钩体病,0,0
血吸虫病,1,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,164,0
丙类传染病合计,12192,0
流行性感冒,3121,0
流行性腮腺炎,704,0
风疹,3,0
急性出血性结膜炎,338,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,7124,0
手足口病,899,0
