0,1,2
病名,发病数,死亡数
甲乙丙类总计,29604,105
甲乙类传染病合计,22162,103
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,132,86
病毒性肝炎,12327,2
甲型肝炎,125,0
乙型肝炎,8503,2
丙型肝炎,3571,0
戊型肝炎,67,0
肝炎未分型,61,0
脊 灰,0,0
人禽流感,0,0
甲型H1N1流感,105,0
麻 疹,50,0
出 血 热,10,0
狂 犬 病,7,8
乙脑,0,0
登革热,0,0
炭 疽,0,0
细菌性和阿米巴性痢疾,670,0
肺结核,6181,7
伤寒和副伤寒,4,0
流 脑,2,0
百 日 咳,0,0
白 喉,0,0
新生儿破伤风,1,0
猩 红 热,113,0
布 病,95,0
淋 病,226,0
梅 毒,2225,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,14,0
丙类传染病合计,7442,2
流行性感冒,1632,1
流行性腮腺炎,1836,0
风疹,22,0
急性出血性结膜炎,83,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,1831,0
手足口病,2038,1
