0,1,2
病名,发病数,死亡数
甲乙丙类总计,64130,111
甲乙类传染病合计,18740,109
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,286,97
病毒性肝炎,9698,6
甲型肝炎,14,0
乙型肝炎,7019,4
丙型肝炎,2589,2
丁型肝炎,2,0
戊型肝炎,65,0
肝炎未分型,9,0
脊灰,0,0
人禽流感,0,0
麻疹,11,0
出血热,16,0
狂犬病,4,3
乙脑,0,0
登革热,7,0
炭疽,0,0
细菌性和阿米巴性痢疾,511,0
肺结核,5804,2
伤寒和副伤寒,3,0
流脑,0,0
百日咳,36,0
白喉,0,0
新生儿破伤风,1,0
猩红热,199,0
布病,227,0
淋病,276,0
梅毒,1647,1
钩体病,0,0
血吸虫病,0,0
疟疾,14,0
人感染H7N9禽流感,0,0
丙类传染病合计,45390,2
流行性感冒,33836,2
流行性腮腺炎,1675,0
风疹,136,0
急性出血性结膜炎,304,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,4150,0
手足口病,5287,0
