0,1,2
病名,发病数,死亡数
甲乙丙类总计,288786,203
甲乙类传染病合计,21200,199
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,228,167
病毒性肝炎,8990,6
甲型肝炎,16,0
乙型肝炎,6657,1
丙型肝炎,2232,5
丁型肝炎,1,0
戊型肝炎,74,0
肝炎未分型,10,0
脊灰,0,0
人禽流感,0,0
麻疹,1,0
出血热,1,0
狂犬病,0,2
乙脑,0,0
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,369,0
肺结核,4236,17
伤寒和副伤寒,3,0
流脑,3,1
百日咳,27,0
白喉,0,0
新生儿破伤风,0,0
猩红热,14,0
布病,497,0
淋病,175,0
梅毒,1525,0
钩体病,0,0
血吸虫病,0,0
疟疾,19,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,5111,6
丙类传染病合计,267586,4
流行性感冒,260595,4
流行性腮腺炎,367,0
风疹,2,0
急性出血性结膜炎,240,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,8,0
包虫病,3,0
丝虫病,0,0
其它感染性腹泻病,6223,0
手足口病,148,0
