0,1,2
病名,发病数,死亡数
甲乙丙类总计,44091,133
甲乙类传染病合计,19760,132
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,324,116
肝 炎,8396,1
甲肝,33,0
乙肝,5887,1
丙肝,2389,0
戊肝,44,0
肝炎（未分型）,43,0
脊 灰,0,0
人感染高致病性禽流感,0,0
麻 疹,376,0
出 血 热,16,0
狂 犬 病,9,9
乙脑,0,0
登革热,1,0
炭 疽,0,0
痢 疾,1664,1
肺结核,6112,5
伤寒+副伤寒,59,0
流 脑,0,0
百 日 咳,44,0
白 喉,0,0
新生儿破伤风,1,0
猩 红 热,259,0
布 病,794,0
淋 病,257,0
梅 毒,1425,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,23,0
人感染H7N9禽流感,0,0
丙类传染病合计,24331,1
流行性感冒,1049,0
流行性腮腺炎,2738,0
风疹,21,0
急性出血性结膜炎,240,0
麻风病,1,0
斑疹伤寒,2,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,5954,0
手足口病,14326,1
