0,1,2
病名,发病数,死亡数
甲乙丙类总计,29633,111
甲乙类传染病合计,18570,110
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,331,84
病毒性肝炎,9034,6
甲型肝炎,61,-
乙型肝炎,6194,5
丙型肝炎,2675,1
戊型肝炎,68,-
肝炎未分型,36,-
脊 灰,-,-
人禽流感,-,-
麻 疹,19,-
出 血 热,30,1
狂 犬 病,6,7
乙脑,-,-
登革热,-,-
炭 疽,-,-
细菌性和阿米巴性痢疾,764,-
肺结核,6031,11
伤寒和副伤寒,7,-
流 脑,2,1
百 日 咳,-,-
白 喉,-,-
新生儿破伤风,1,-
猩 红 热,106,-
布 病,161,-
淋 病,257,-
梅 毒,1805,-
钩 体 病,-,-
血吸虫病,-,-
疟疾,16,-
人感染H7N9禽流感,-,-
丙类传染病合计,11063,1
流行性感冒,1931,-
流行性腮腺炎,901,-
风疹,22,-
急性出血性结膜炎,129,-
麻风病,-,-
斑疹伤寒,2,-
黑热病,-,-
包虫病,-,-
丝虫病,-,-
其它感染性腹泻病,2737,1
手足口病,5341,-
