0,1,2
病名,发病数,死亡数
甲乙丙类总计,32038,131
甲乙类传染病合计,14756,131
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,260,115
病毒性肝炎,7819,3
甲型肝炎,12,0
乙型肝炎,5586,2
丙型肝炎,2196,1
丁型肝炎,0,0
戊型肝炎,17,0
肝炎未分型,8,0
脊灰,0,0
人禽流感,0,0
麻疹,2,0
出血热,37,0
狂犬病,5,4
乙脑,8,0
登革热,1,0
炭疽,0,0
细菌性和阿米巴性痢疾,523,0
肺结核,3682,8
伤寒和副伤寒,7,0
流脑,0,0
百日咳,8,0
白喉,0,0
新生儿破伤风,1,0
猩红热,44,0
布病,226,0
淋病,302,0
梅毒,1823,1
钩体病,0,0
血吸虫病,0,0
疟疾,5,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,3（输入病例）,0
丙类传染病合计,17282,0
流行性感冒,1884,0
流行性腮腺炎,810,0
风疹,1,0
急性出血性结膜炎,183,0
麻风病,1,0
斑疹伤寒,2,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,4186,0
手足口病,10214,0
