0,1,2
病名,发病数,死亡数
甲乙丙类总计,29561,113
甲乙类传染病合计,18769,113
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,312,91
病毒性肝炎,9001,8
甲型肝炎,65,0
乙型肝炎,6224,2
丙型肝炎,2614,6
戊型肝炎,54,0
肝炎未分型,44,0
脊 灰,0,0
人禽流感,0,0
甲型H1N1流感,1,0
麻 疹,10,0
出 血 热,23,0
狂 犬 病,10,11
乙脑,2,1
登革热,2,0
炭 疽,0,0
细菌性和阿米巴性痢疾,1112,0
肺结核,6014,2
伤寒和副伤寒,18,0
流 脑,0,0
百 日 咳,1,0
白 喉,0,0
新生儿破伤风,1,0
猩 红 热,78,0
布 病,197,0
淋 病,205,0
梅 毒,1771,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,11,0
人感染H7N9禽流感,0,0
丙类传染病合计,10792,0
流行性感冒,1230,0
流行性腮腺炎,812,0
风疹,19,0
急性出血性结膜炎,131,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,5185,0
手足口病,3414,0
