0,1,2
病名,发病数,死亡数
甲乙丙类总计,24379,73
甲乙类传染病合计,18531,73
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,100,67
病毒性肝炎,9933,0
甲型肝炎,63,0
乙型肝炎,7044,0
丙型肝炎,2697,0
戊型肝炎,74,0
肝炎未分型,55,0
脊 灰,0,0
人禽流感,0,0
甲型H1N1流感,78,1
麻 疹,140,0
出 血 热,8,0
狂 犬 病,1,0
乙脑,0,0
登革热,1,0
炭 疽,0,0
细菌性和阿米巴性痢疾,631,0
肺结核,5500,3
伤寒和副伤寒,6,0
流 脑,1,0
百 日 咳,1,0
白 喉,0,0
新生儿破伤风,5,1
猩 红 热,49,0
布 病,117,0
淋 病,166,0
梅 毒,1779,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,15,1
丙类传染病合计,5848,0
流行性感冒,1344,0
流行性腮腺炎,1240,0
风疹,19,0
急性出血性结膜炎,67,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,1607,0
手足口病,1570,0
