0,1,2
病名,发病数,死亡数
甲乙丙类总计,20674,99
甲乙类传染病合计,13059,98
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,225,87
病毒性肝炎,6642,2
甲型肝炎,18,0
乙型肝炎,5014,1
丙型肝炎,1551,1
丁型肝炎,0,0
戊型肝炎,51,0
肝炎未分型,8,0
脊灰,0,0
人禽流感,0,0
麻疹,2,0
出血热,28,0
狂犬病,1,0
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,412,0
肺结核,3078,9
伤寒和副伤寒,10,0
流脑,1,0
百日咳,185,0
白喉,0,0
新生儿破伤风,0,0
猩红热,26,0
布病,615,0
淋病,166,0
梅毒,1389,0
钩体病,0,0
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,276,0
丙类传染病合计,7615,1
流行性感冒,778,0
流行性腮腺炎,589,0
风疹,3,0
急性出血性结膜炎,221,0
麻风病,1,0
斑疹伤寒,1,0
黑热病,2,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,4055,1
手足口病,1965,0
