0,1,2
病名,发病数,死亡数
甲乙丙类总计,34712,112
甲乙类传染病合计,18203,112
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,210,107
病毒性肝炎,9317,2
甲型肝炎,25,0
乙型肝炎,6908,2
丙型肝炎,2311,0
丁型肝炎,1,0
戊型肝炎,50,0
肝炎未分型,22,0
脊灰,0,0
人禽流感,0,0
麻疹,18,0
出血热,13,0
狂犬病,6,1
乙脑,57,0
登革热,5,0
炭疽,0,0
细菌性和阿米巴性痢疾,1160,0
肺结核,4997,2
伤寒和副伤寒,160,0
流脑,0,0
百日咳,58,0
白喉,0,0
新生儿破伤风,0,0
猩红热,98,0
布病,214,0
淋病,324,0
梅毒,1547,0
钩体病,0,0
血吸虫病,0,0
疟疾,19,0
人感染H7N9禽流感,0,0
丙类传染病合计,16509,0
流行性感冒,1392,0
流行性腮腺炎,1322,0
风疹,1,0
急性出血性结膜炎,232,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,7911,0
手足口病,5650,0
