0,1,2
病名,发病数,死亡数
甲乙丙类总计,27632,138
甲乙类传染病合计,15608,138
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,327,122
病毒性肝炎,7669,3
甲型肝炎,26,0
乙型肝炎,5690,3
丙型肝炎,1895,0
丁型肝炎,0,0
戊型肝炎,58,0
肝炎未分型,0,0
脊灰,0,0
人禽流感,0,0
麻疹,5,0
出血热,31,1
狂犬病,2,1
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,794,0
肺结核,3575,11
伤寒和副伤寒,12,0
流脑,2,0
百日咳,474,0
白喉,0,0
新生儿破伤风,0,0
猩红热,38,0
布病,773,0
淋病,233,0
梅毒,1666,0
钩体病,0,0
血吸虫病,0,0
疟疾,6,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,1,0
丙类传染病合计,12024,0
流行性感冒,1234,0
流行性腮腺炎,672,0
风疹,2,0
急性出血性结膜炎,353,0
麻风病,0,0
斑疹伤寒,2,0
黑热病,3,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,6270,0
手足口病,3488,0
