0,1,2
病名,发病数,死亡数
甲乙丙类总计,31418,127
甲乙类传染病合计,20336,126
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,333,112
病毒性肝炎,10099,4
甲型肝炎,22,0
乙型肝炎,6929,3
丙型肝炎,3013,1
丁型肝炎,0,0
戊型肝炎,76,0
肝炎未分型,59,0
脊 灰,0,0
人禽流感,0,0
麻 疹,254,0
出 血 热,3,0
狂 犬 病,6,5
乙脑,0,0
登革热,0,0
炭 疽,0,0
细菌性和阿米巴性痢疾,672,0
肺结核,6497,4
伤寒和副伤寒,19,0
流 脑,2,0
百 日 咳,7,0
白 喉,0,0
新生儿破伤风,2,0
猩 红 热,114,0
布 病,491,0
淋 病,220,0
梅 毒,1600,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,17,1
人感染H7N9禽流感,0,0
丙类传染病合计,11082,1
流行性感冒,2831,1
流行性腮腺炎,856,0
风疹,22,0
急性出血性结膜炎,194,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,1,0
包虫病,4,0
丝虫病,0,0
其它感染性腹泻病,3785,0
手足口病,3388,0
