0,1,2
病名,发病数,死亡数
甲乙丙类总计,30423,130
甲乙类传染病合计,16506,128
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,170,109
病毒性肝炎,8965,4
甲型肝炎,17,-
乙型肝炎,6658,2
丙型肝炎,2193,2
丁型肝炎,1,-
戊型肝炎,76,-
肝炎未分型,20,-
脊 灰,-,-
人禽流感,-,-
麻 疹,114,-
出 血 热,41,1
狂 犬 病,7,8
乙脑,-,-
登革热,-,-
炭 疽,-,-
细菌性和阿米巴性痢疾,275,-
肺结核,4876,5
伤寒和副伤寒,14,-
流 脑,1,1
百 日 咳,3,-
白 喉,-,-
新生儿破伤风,1,-
猩 红 热,254,-
布 病,100,-
淋 病,259,-
梅 毒,1406,-
钩 体 病,-,-
血吸虫病,-,-
疟疾,20,-
人感染H7N9禽流感,-,-
丙类传染病合计,13917,2
流行性感冒,7755,1
流行性腮腺炎,1799,-
风疹,1,-
急性出血性结膜炎,104,-
麻风病,-,-
斑疹伤寒,-,-
黑热病,-,-
包虫病,3,-
丝虫病,-,-
其它感染性腹泻病,2648,-
手足口病,1607,1
