0,1,2
病名,发病数,死亡数
甲乙丙类总计,22842,83
甲乙类传染病合计,15277,81
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,139,75
肝 炎,7788,1
甲肝,21,-
乙肝,5664,-
丙肝,2007,1
丁肝,6,-
戊肝,52,-
肝炎（未分型）,38,-
脊 灰,-,-
人感染高致病性禽流感,-,-
麻 疹,139,-
出 血 热,7,-
狂 犬 病,4,2
乙脑,-,-
登革热,1,-
炭 疽,-,-
痢 疾,456,-
肺结核,5117,3
伤寒+副伤寒,9,-
流 脑,1,-
百 日 咳,7,-
白 喉,-,-
新生儿破伤风,1,-
猩 红 热,64,-
布 病,224,-
淋 病,172,-
梅 毒,1124,-
钩 体 病,-,-
血吸虫病,-,-
疟疾,24,-
人感染H7N9禽流感,-,-
丙类传染病合计,7565,2
流行性感冒,2275,1
流行性腮腺炎,909,-
风疹,4,-
急性出血性结膜炎,121,-
麻风病,1,-
斑疹伤寒,-,-
黑热病,1,-
包虫病,3,-
丝虫病,-,-
其它感染性腹泻病,2816,-
手足口病,1435,1
