0,1,2
病名,发病数,死亡数
甲乙丙类总计,33490,186
甲乙类传染病合计,16929,186
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,321,176
病毒性肝炎,8972,1
甲型肝炎,21,0
乙型肝炎,6622,1
丙型肝炎,2243,0
丁型肝炎,2,0
戊型肝炎,69,0
肝炎未分型,15,0
脊灰,0,0
人禽流感,0,0
麻疹,6,0
出血热,103,1
狂犬病,3,3
乙脑,0,0
登革热,6,0
炭疽,0,0
细菌性和阿米巴性痢疾,542,0
肺结核,4609,5
伤寒和副伤寒,19,0
流脑,0,0
百日咳,15,0
白喉,0,0
新生儿破伤风,1,0
猩红热,362,0
布病,103,0
淋病,290,0
梅毒,1557,0
钩体病,0,0
血吸虫病,1,0
疟疾,19,0
人感染H7N9禽流感,0,0
丙类传染病合计,16561,0
流行性感冒,1979,0
流行性腮腺炎,1546,0
风疹,5,0
急性出血性结膜炎,180,0
麻风病,0,0
斑疹伤寒,2,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,9865,0
手足口病,2982,0
