0,1,2
病名,发病数,死亡数
甲乙丙类总计,44762,106
甲乙类传染病合计,18994,101
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,364,93
病毒性肝炎,8793,2
甲型肝炎,21,0
乙型肝炎,6472,2
丙型肝炎,2238,0
丁型肝炎,3,0
戊型肝炎,36,0
肝炎未分型,23,0
脊 灰,0,0
人禽流感,0,0
麻 疹,24,0
出 血 热,25,0
狂 犬 病,3,3
乙脑,1,0
登革热,0,0
炭 疽,0,0
细菌性和阿米巴性痢疾,1620,0
肺结核,5794,3
伤寒和副伤寒,22,0
流 脑,4,0
百 日 咳,8,0
白 喉,0,0
新生儿破伤风,0,0
猩 红 热,263,0
布 病,372,0
淋 病,278,0
梅 毒,1394,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,27,0
人感染H7N9禽流感,2,0
丙类传染病合计,25768,5
流行性感冒,1100,0
流行性腮腺炎,4673,0
风疹,10,0
急性出血性结膜炎,364,0
麻风病,1,0
斑疹伤寒,1,0
黑热病,2,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,7500,0
手足口病,12117,5
