0,1,2
病名,发病数,死亡数
甲乙丙类总计,62046,135
甲乙类传染病合计,20783,124
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,203,116
病毒性肝炎,9654,1
甲型肝炎,83,-
乙型肝炎,6420,1
丙型肝炎,3012,-
戊型肝炎,67,-
肝炎未分型,72,-
脊 灰,-,-
人禽流感,-,-
麻 疹,167,-
出 血 热,6,-
狂 犬 病,6,2
乙脑,-,-
登革热,1,-
炭 疽,-,-
细菌性和阿米巴性痢疾,944,-
肺结核,7047,5
伤寒和副伤寒,6,-
流 脑,-,-
百 日 咳,4,-
白 喉,-,-
新生儿破伤风,1,-
猩 红 热,90,-
布 病,591,-
淋 病,248,-
梅 毒,1797,-
钩 体 病,-,-
血吸虫病,-,-
疟疾,18,-
人感染H7N9禽流感,-,-
丙类传染病合计,41263,11
流行性感冒,1165,1
流行性腮腺炎,1341,-
风疹,35,-
急性出血性结膜炎,157,-
麻风病,-,-
斑疹伤寒,1,-
黑热病,-,-
包虫病,1,-
丝虫病,-,-
其它感染性腹泻病,2916,-
手足口病,35647,10
