0,1,2
病名,发病数,死亡数
甲乙丙类总计,30367,112
甲乙类传染病合计,19372,110
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,215,96
病毒性肝炎,9114,5
甲型肝炎,73,0
乙型肝炎,6398,2
丙型肝炎,2502,3
戊型肝炎,65,0
肝炎未分型,76,0
脊 灰,0,0
人禽流感,0,0
麻 疹,47,0
出 血 热,5,0
狂 犬 病,9,4
乙脑,29,1
登革热,0,0
炭 疽,0,0
细菌性和阿米巴性痢疾,1891,0
肺结核,5538,4
伤寒和副伤寒,12,0
流 脑,0,0
百 日 咳,24,0
白 喉,0,0
新生儿破伤风,1,0
猩 红 热,75,0
布 病,567,0
淋 病,283,0
梅 毒,1543,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,19,0
人感染H7N9禽流感,0,0
丙类传染病合计,10995,2
流行性感冒,857,0
流行性腮腺炎,1018,0
风疹,28,0
急性出血性结膜炎,196,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,4619,0
手足口病,4277,2
