0,1,2
病名,发病数,死亡数
甲乙丙类总计,21412,109
甲乙类传染病合计,15961,108
鼠疫,0,0
霍乱,0,0
新型冠状病毒肺炎,0,0
传染性非典,0,0
艾滋病,230,98
病毒性肝炎,7996,2
甲型肝炎,11,0
乙型肝炎,5836,2
丙型肝炎,2100,0
丁型肝炎,0,0
戊型肝炎,42,0
肝炎未分型,7,0
脊灰,0,0
人禽流感,0,0
麻疹,4,0
出血热,11,0
狂犬病,6,5
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,492,0
肺结核,5131,3
伤寒和副伤寒,15,0
流脑,0,0
百日咳,3,0
白喉,0,0
新生儿破伤风,0,0
猩红热,17,0
布病,302,0
淋病,154,0
梅毒,1596,0
钩体病,0,0
血吸虫病,0,0
疟疾,4,0
人感染H7N9禽流感,0,0
丙类传染病合计,5451,1
流行性感冒,1345,0
流行性腮腺炎,361,0
风疹,0,0
急性出血性结膜炎,274,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,2,0
包虫病,3,0
丝虫病,0,0
其它感染性腹泻病,3399,1
手足口病,66,0
