0,1,2
病名,发病数,死亡数
甲乙丙类总计,29512,64
甲乙类传染病合计,16566,64
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,192,61
肝 炎,7812,0
甲肝,35,0
乙肝,5470,0
丙肝,2229,0
戊肝,45,0
肝炎（未分型）,33,0
脊 灰,0,0
人感染高致病性禽流感,0,0
麻 疹,26,0
出 血 热,25,1
狂 犬 病,7,1
乙脑,4,0
登革热,4,0
炭 疽,0,0
痢 疾,1419,0
肺结核,5102,1
伤寒+副伤寒,37,0
流 脑,0,0
百 日 咳,14,0
白 喉,0,0
新生儿破伤风,1,0
猩 红 热,146,0
布 病,328,0
淋 病,200,0
梅 毒,1238,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,11,0
人感染H7N9禽流感,0,0
丙类传染病合计,12946,0
流行性感冒,1389,0
流行性腮腺炎,980,0
风疹,4,0
急性出血性结膜炎,144,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,7804,0
手足口病,2623,0
