0,1,2
病名,发病数,死亡数
甲乙丙类总计,44468,138
甲乙类传染病合计,19848,127
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,364,115
病毒性肝炎,8468,3
甲型肝炎,90,0
乙型肝炎,5840,3
丙型肝炎,2432,0
戊型肝炎,35,0
肝炎未分型,71,0
脊 灰,0,0
人禽流感,0,0
麻 疹,162,0
出 血 热,10,0
狂 犬 病,7,3
乙脑,0,0
登革热,1,0
炭 疽,0,0
细菌性和阿米巴性痢疾,1973,0
肺结核,6261,6
伤寒和副伤寒,13,0
流 脑,1,0
百 日 咳,21,0
白 喉,0,0
新生儿破伤风,1,0
猩 红 热,157,0
布 病,697,0
淋 病,271,0
梅 毒,1411,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,30,0
人感染H7N9禽流感,0,0
丙类传染病合计,24620,11
流行性感冒,864,0
流行性腮腺炎,1552,0
风疹,34,0
急性出血性结膜炎,190,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,5412,1
手足口病,16566,10
