0,1,2
病名,发病数,死亡数
甲乙丙类总计,25617,98
甲乙类传染病合计,17547,98
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,119,83
病毒性肝炎,8827,3
甲型肝炎,60,0
乙型肝炎,5969,2
丙型肝炎,2678,1
戊型肝炎,56,0
肝炎未分型,64,0
脊 灰,0,0
人禽流感,0,0
麻 疹,99,0
出 血 热,11,0
狂 犬 病,3,6
乙脑,4,0
登革热,0,0
炭 疽,0,0
细菌性和阿米巴性痢疾,519,0
肺结核,5843,6
伤寒和副伤寒,16,0
流 脑,0,0
百 日 咳,0,0
白 喉,0,0
新生儿破伤风,3,0
猩 红 热,61,0
布 病,167,0
淋 病,229,0
梅 毒,1619,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,27,0
人感染H7N9禽流感,0,0
丙类传染病合计,8070,0
流行性感冒,1962,0
流行性腮腺炎,736,0
风疹,14,0
急性出血性结膜炎,79,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,2145,0
手足口病,3133,0
