0,1,2
病名,发病数,死亡数
甲乙丙类总计,36445,172
甲乙类传染病合计,25745,170
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,324,155
病毒性肝炎,13653,4
甲型肝炎,114,0
乙型肝炎,9208,4
丙型肝炎,4150,0
戊型肝炎,119,0
肝炎未分型,62,0
脊 灰,0,0
人禽流感,0,0
甲型H1N1流感,41,0
麻 疹,183,0
出 血 热,3,0
狂 犬 病,5,1
乙脑,0,0
登革热,1,0
炭 疽,0,0
细菌性和阿米巴性痢疾,915,0
肺结核,7478,9
伤寒和副伤寒,5,0
流 脑,2,0
百 日 咳,0,0
白 喉,0,0
新生儿破伤风,0,0
猩 红 热,76,0
布 病,285,0
淋 病,210,0
梅 毒,2552,1
钩 体 病,0,0
血吸虫病,0,0
疟疾,12,0
丙类传染病合计,10700,2
流行性感冒,1436,1
流行性腮腺炎,1295,0
风疹,31,0
急性出血性结膜炎,119,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2548,0
手足口病,5270,1
