0,1,2
病名,发病数,死亡数
甲乙丙类总计,38873,96
甲乙类传染病合计,14746,91
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,138,78
病毒性肝炎,8356,3
甲型肝炎,16,0
乙型肝炎,6399,2
丙型肝炎,1870,1
丁型肝炎,0,0
戊型肝炎,62,0
肝炎未分型,9,0
脊灰,0,0
人禽流感,0,0
麻疹,4,0
出血热,9,0
狂犬病,4,4
乙脑,0,0
登革热,10,0
炭疽,0,0
细菌性和阿米巴性痢疾,260,0
肺结核,4278,6
伤寒和副伤寒,3,0
流脑,1,0
百日咳,19,0
白喉,0,0
新生儿破伤风,0,0
猩红热,99,0
布病,100,0
淋病,178,0
梅毒,1264,0
钩体病,0,0
血吸虫病,0,0
疟疾,23,0
人感染H7N9禽流感,0,0
丙类传染病合计,24127,5
流行性感冒,19525,5
流行性腮腺炎,917,0
风疹,5,0
急性出血性结膜炎,127,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2874,0
手足口病,677,0
