0,1,2
病名,发病数,死亡数
甲乙丙类总计,39060,109
甲乙类传染病合计,17689,104
鼠疫,-,-
霍乱,1,-
传染性非典,-,-
艾滋病,199,88
病毒性肝炎,8068,7
甲型肝炎,20,-
乙型肝炎,5901,4
丙型肝炎,2063,3
丁型肝炎,4,-
戊型肝炎,54,-
肝炎未分型,26,-
脊灰,-,-
人禽流感,-,-
麻疹,33,-
出血热,9,-
狂犬病,9,6
乙脑,30,1
登革热,1,-
炭疽,-,-
细菌性和阿米巴性痢疾,1623,-
肺结核,5614,1
伤寒和副伤寒,32,-
流脑,-,-
百日咳,27,-
白喉,-,-
新生儿破伤风,-,-
猩红热,70,-
布病,369,-
淋病,305,-
梅毒,1280,1
钩体病,-,-
血吸虫病,-,-
疟疾,19,-
人感染H7N9禽流感,-,-
丙类传染病合计,21371,5
流行性感冒,1278,1
流行性腮腺炎,1192,-
风疹,3,-
急性出血性结膜炎,309,-
麻风病,-,-
斑疹伤寒,-,-
黑热病,-,-
包虫病,4,-
丝虫病,-,-
其它感染性腹泻病,7014,-
手足口病,11571,4
