0,1,2
病名,发病数,死亡数
甲乙丙类总计,9893,123
甲乙类总计,7660,123
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,104,110
病毒性肝炎,3591,2
甲肝,29,0
乙肝,2854,1
丙肝,674,1
丁肝,1,0
戊肝,23,0
肝炎（未分型）,10,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,2,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,23,0
肺结核,1574,10
伤寒+副伤寒,8,0
流行性脑脊髓膜炎,0,0
百日咳,1,0
白喉,0,0
新生儿破伤风,1,0
猩红热,100,0
布病,328,0
淋病,106,0
梅毒,1820,1
钩端螺旋体病,0,0
血吸虫病,1,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,2233,0
流行性感冒,1157,0
流行性腮腺炎,172,0
风疹,4,0
急性出血性结膜炎,1,0
麻风病,4,0
斑疹伤寒,0,0
黑热病,2,0
包虫病,91,0
丝虫病,0,0
其它感染性腹泻,609,0
手足口病,193,0
