0,1,2
病名,发病数,死亡数
甲乙丙类总计,5578,52
甲乙类总计,4758,51
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,72,47
病毒性肝炎,2128,0
甲肝,20,0
乙肝,1639,0
丙肝,444,0
丁肝,0,0
戊肝,18,0
肝炎（未分型）,7,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,41,0
肺结核,984,3
伤寒+副伤寒,4,0
流行性脑脊髓膜炎,0,0
百日咳,0,0
白喉,0,0
新生儿破伤风,0,0
猩红热,33,0
布病,187,0
淋病,50,0
梅毒,1234,1
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,24,0
丙类传染病合计,820,1
流行性感冒,64,0
流行性腮腺炎,162,0
风疹,5,0
急性出血性结膜炎,0,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,78,0
丝虫病,0,0
其他感染性腹泻病,478,1
手足口病,32,0
