0,1,2
病名,发病数,死亡数
甲乙丙类总计,8002,119
甲乙类总计,6764,119
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,105,111
病毒性肝炎,3034,0
甲肝,24,0
乙肝,2385,0
丙肝,607,0
丁肝,0,0
戊肝,13,0
肝炎（未分型）,5,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,23,0
肺结核,1534,8
伤寒+副伤寒,3,0
流行性脑脊髓膜炎,0,0
百日咳,2,0
白喉,0,0
新生儿破伤风,0,0
猩红热,84,0
布病,304,0
淋病,85,0
梅毒,1586,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,1238,0
流行性感冒,205,0
流行性腮腺炎,187,0
风疹,4,0
急性出血性结膜炎,0,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,65,0
丝虫病,0,0
其它感染性腹泻,433,0
手足口病,344,0
