0,1,2
"病
名",发病数,死亡数
甲乙丙类总计,10971,71
甲乙类总计,8005,71
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,72,48
病毒性肝炎,3722,2
甲肝,22,0
乙肝,2944,1
丙肝,736,1
丁肝,1,0
戊肝,15,0
肝炎（未分型）,4,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,17,0
肺结核,1789,20
伤寒+副伤寒,1,0
流行性脑脊髓膜炎,0,0
百日咳,8,0
白喉,0,0
新生儿破伤风,0,0
猩红热,51,0
布病,326,0
淋病,125,0
梅毒,1878,1
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,15,0
丙类传染病合计,2966,0
流行性感冒,1927,0
流行性腮腺炎,93,0
风疹,3,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,111,0
丝虫病,0,0
其它感染性腹泻,761,0
手足口病,69,0
