0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,17751,87
甲、乙类合计,11371,87
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,165,65
病毒性肝炎,3511,2
甲肝,20,0
乙肝,2706,0
丙肝,766,2
丁肝,2,0
戊肝,11,0
肝炎（未分型）,6,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,43,0
肺结核,3361,20
伤寒+副伤寒,1,0
流行性脑脊髓膜炎,0,0
百日咳,3,0
白喉,0,0
新生儿破伤风,0,0
猩红热,16,0
布病,873,0
淋病,64,0
梅毒,1991,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,1341,0
丙类合计,6380,0
流行性感冒,4295,0
流行性腮腺炎,143,0
风疹,0,0
急性出血性结膜炎,0,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,132,0
丝虫病,0,0
其它感染性腹泻,1780,0
手足口病,29,0
