0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,28707,118
甲、乙类合计,9884,118
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,71,81
病毒性肝炎,3885,10
甲肝,16,0
乙肝,3073,0
丙肝,785,10
丁肝,1,0
戊肝,9,0
肝炎(未分型),1,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,3,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,1,0
炭疽,0,0
细菌性和阿米巴性痢疾,21,0
肺结核,1818,27
伤寒+副伤寒,2,0
流行性脑脊髓膜炎,0,0
百日咳,155,0
白喉,0,0
新生儿破伤风,0,0
猩红热,323,0
布病,454,0
淋病,117,0
梅毒,2438,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,596,0
猴痘,0,0
丙类合计,18823,0
流行性感冒,17046,0
流行性腮腺炎,182,0
风疹,4,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,89,0
丝虫病,0,0
其它感染性腹泻,967,0
手足口病,533,0
