0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,29864,101
甲、乙类合计,26075,101
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,136,71
病毒性肝炎,3528,10
甲肝,14,0
乙肝,2814,2
丙肝,684,8
丁肝,0,0
戊肝,10,0
肝炎（未分型）,6,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,66,0
肺结核,2917,18
伤寒+副伤寒,4,0
流行性脑脊髓膜炎,0,0
百日咳,1,0
白喉,0,0
新生儿破伤风,0,0
猩红热,40,0
布病,1072,0
淋病,94,0
梅毒,2300,2
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,15917,0
丙类合计,3789,0
流行性感冒,1342,0
流行性腮腺炎,235,0
风疹,0,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,115,0
丝虫病,0,0
其它感染性腹泻,2051,0
手足口病,45,0
