0,1,2
病名,发病数,死亡数
甲、乙、丙类合计,31313,87
甲、乙合计,10606,87
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,71,61
病毒性肝炎,3791,7
甲肝,23,0
乙肝,2933,0
丙肝,821,7
丁肝,1,0
戊肝,9,0
肝炎(未分型),4,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,22,0
肺结核,1823,19
伤寒+副伤寒,3,0
流行性脑脊髓膜炎,2,0
百日咳,100,0
白喉,0,0
新生儿破伤风,0,0
猩红热,414,0
布病,637,0
淋病,143,0
梅毒,2575,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,1024,0
猴痘,0,0
丙类合计,20707,0
流行性感冒,17813,0
流行性腮腺炎,167,0
风疹,1,0
急性出血性结膜炎,4,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,2,0
包虫病,95,0
丝虫病,0,0
其它感染性腹泻,1014,0
手足口病,1609,0
