0,1,2
病名,发病数,死亡数
甲乙丙类总计,7176,87
甲乙类总计,6080,87
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,72,83
病毒性肝炎,2823,2
甲肝,24,0
乙肝,2182,2
丙肝,593,0
丁肝,0,0
戊肝,18,0
肝炎（未分型）,6,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,36,0
肺结核,1077,1
伤寒+副伤寒,2,0
流行性脑脊髓膜炎,0,0
百日咳,0,0
白喉,0,0
新生儿破伤风,0,0
猩红热,28,0
布病,193,0
淋病,73,0
梅毒,1774,1
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,1098,0
流行性感冒,89,0
流行性腮腺炎,196,0
风疹,2,0
急性出血性结膜炎,1,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,3,0
包虫病,104,0
丝虫病,0,0
其他感染性腹泻病,694,0
手足口病,9,0
