0,1,2
病名,发病数,死亡数
甲乙丙类总计,9373,87
甲乙类总计,7884,87
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,103,72
病毒性肝炎,3210,1
甲肝,17,0
乙肝,2512,1
丙肝,663,0
丁肝,0,0
戊肝,17,0
肝炎（未分型）,1,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,4,0
细菌性和阿米巴性痢疾,125,0
肺结核,1870,14
伤寒+副伤寒,7,0
流行性脑脊髓膜炎,0,0
百日咳,0,0
白喉,0,0
新生儿破伤风,0,0
猩红热,34,0
布病,527,0
淋病,114,0
梅毒,1890,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,1489,0
流行性感冒,42,0
流行性腮腺炎,128,0
风疹,3,0
急性出血性结膜炎,1,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,82,0
丝虫病,0,0
其它感染性腹泻,1023,0
手足口病,208,0
