疾病病种,发病数,死亡数,date,year,month,url
合计,7952,16,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
鼠疫,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
霍乱,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
传染性非典型肺炎,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
艾滋病,56,10,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
病毒性肝炎,1997,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
脊髓灰质炎,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
人感染高致病性禽流感,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
麻疹,5,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
出血热,11,1,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
狂犬病,1,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
流行性乙型脑炎,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
登革热,2,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
炭疽,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
痢疾,125,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
肺结核,2379,4,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
伤寒、副伤寒,13,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
流行性脑脊髓膜炎,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
百日咳,1,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
白喉,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
新生儿破伤风,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
猩红热,78,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
布鲁氏菌病,15,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
淋病,679,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
梅毒,2575,1,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
钩端螺旋体病,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
血吸虫病,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
疟疾,9,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
人感染H7N9禽流感,0,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
新型冠状病毒肺炎,6,0,Oct-20,2020,10,http://wjw.jiangsu.gov.cn/art/2020/11/12/art_49513_9567168.html
合计,8394,31,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
鼠疫,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
霍乱,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
传染性非典型肺炎,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
艾滋病,112,20,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
病毒性肝炎,2269,2,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
脊髓灰质炎,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
人感染高致病性禽流感,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
麻疹,5,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
出血热,39,1,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
狂犬病,0,1,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
流行性乙型脑炎,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
登革热,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
炭疽,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
痢疾,86,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
肺结核,2493,7,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
伤寒、副伤寒,12,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
流行性脑脊髓膜炎,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
百日咳,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
白喉,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
新生儿破伤风,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
猩红热,185,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
布鲁氏菌病,10,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
淋病,630,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
梅毒,2546,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
钩端螺旋体病,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
血吸虫病,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
疟疾,1,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
人感染H7N9禽流感,0,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
新型冠状病毒肺炎,6,0,Nov-20,2020,11,http://wjw.jiangsu.gov.cn/art/2020/12/14/art_49513_9601802.html
合计,8128,20,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
鼠疫,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
霍乱,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
传染性非典型肺炎,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
艾滋病,111,17,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
病毒性肝炎,2324,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
脊髓灰质炎,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
人感染高致病性禽流感,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
麻疹,1,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
出血热,37,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
狂犬病,1,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
流行性乙型脑炎,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
登革热,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
炭疽,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
痢疾,77,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
肺结核,2146,3,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
伤寒、副伤寒,9,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
流行性脑脊髓膜炎,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
百日咳,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
白喉,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
新生儿破伤风,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
猩红热,220,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
布鲁氏菌病,10,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
淋病,652,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
梅毒,2534,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
钩端螺旋体病,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
血吸虫病,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
疟疾,4,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
人感染H7N9禽流感,0,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
新型冠状病毒肺炎,2,0,Dec-20,2020,12,http://wjw.jiangsu.gov.cn/art/2021/1/12/art_49513_9639365.html
合计,7841,23,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
鼠疫,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
霍乱,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
传染性非典型肺炎,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
艾滋病,70,16,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
病毒性肝炎,2252,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
脊髓灰质炎,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
人感染高致病性禽流感,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
麻疹,1,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
出血热,30,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
狂犬病,1,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
流行性乙型脑炎,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
登革热,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
炭疽,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
痢疾,96,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
肺结核,2215,7,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
伤寒、副伤寒,7,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
流行性脑脊髓膜炎,1,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
百日咳,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
白喉,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
新生儿破伤风,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
猩红热,204,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
布鲁氏菌病,6,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
淋病,628,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
梅毒,2319,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
钩端螺旋体病,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
血吸虫病,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
疟疾,2,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
人感染H7N9禽流感,0,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
新型冠状病毒肺炎,9,0,Jan-21,2021,1,http://wjw.jiangsu.gov.cn/art/2021/2/19/art_49513_9675358.html
合计,8062,23,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
鼠疫,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
霍乱,1,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
传染性非典型肺炎,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
艾滋病,132,18,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
病毒性肝炎,2380,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
脊髓灰质炎,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
人感染高致病性禽流感,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
麻疹,4,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
出血热,3,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
狂犬病,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
流行性乙型脑炎,1,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
登革热,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
炭疽,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
痢疾,88,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
肺结核,2167,4,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
伤寒、副伤寒,9,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
流行性脑脊髓膜炎,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
百日咳,13,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
白喉,0,0,Oct-21,2021,10,http://wjw.jiangsu.gov.cn/art/2021/11/15/art_49513_10113826.html
