"date","year","month","disease_en","value","province","value_norm","out_label"
"2008.01",2008,1,"Infectious diarrhea",718,"Anhui",-1.82183131180913,""
"2008.01",2008,1,"Infectious diarrhea",1966,"Beijing",-0.750294265622655,""
"2008.01",2008,1,"Infectious diarrhea",1012,"Chongqing",-1.17488009823644,""
"2008.01",2008,1,"Infectious diarrhea",799,"Fujian",-1.04052195581663,""
"2008.01",2008,1,"Infectious diarrhea",362,"Gansu",-1.22710692457884,""
"2008.01",2008,1,"Infectious diarrhea",6574,"Guangdong",-0.670995740567685,""
"2008.01",2008,1,"Infectious diarrhea",1797,"Guangxi",-0.85342112363065,""
"2008.01",2008,1,"Infectious diarrhea",228,"Guizhou",-1.17966324501251,""
"2008.01",2008,1,"Infectious diarrhea",201,"Hainan",-1.08197126319444,""
"2008.01",2008,1,"Infectious diarrhea",1744,"Hebei",-1.64000651774931,""
"2008.01",2008,1,"Infectious diarrhea",287,"Heilongjiang",-0.738256723145851,""
"2008.01",2008,1,"Infectious diarrhea",728,"Henan",-1.5035034155794,""
"2008.01",2008,1,"Infectious diarrhea",520,"Hubei",-1.65312871846466,""
"2008.01",2008,1,"Infectious diarrhea",621,"Hunan",-1.74321949546184,""
"2008.01",2008,1,"Infectious diarrhea",58,"Inner Mongolia",-1.48094639657697,""
"2008.01",2008,1,"Infectious diarrhea",288,"Jiangsu",-1.413350034044,""
"2008.01",2008,1,"Infectious diarrhea",720,"Jiangxi",-2.06429485518245,""
"2008.01",2008,1,"Infectious diarrhea",41,"Jilin",-1.05126250724758,""
"2008.01",2008,1,"Infectious diarrhea",825,"Liaoning",-0.607879957311681,""
"2008.01",2008,1,"Infectious diarrhea",252,"Ningxia",-1.5785763291431,""
"2008.01",2008,1,"Infectious diarrhea",63,"Qinghai",-1.37023994764933,""
"2008.01",2008,1,"Infectious diarrhea",814,"Shaanxi",-1.15130959441497,""
"2008.01",2008,1,"Infectious diarrhea",1202,"Shandong",-1.1160807222563,""
"2008.01",2008,1,"Infectious diarrhea",142,"Shanghai",-1.08000809568974,""
"2008.01",2008,1,"Infectious diarrhea",444,"Shanxi",-1.56153467766453,""
"2008.01",2008,1,"Infectious diarrhea",2363,"Sichuan",-0.613194826291987,""
"2008.01",2008,1,"Infectious diarrhea",1443,"Tianjin",-0.872774940092454,""
"2008.01",2008,1,"Infectious diarrhea",10,"Tibet",0.397349435808295,""
"2008.01",2008,1,"Infectious diarrhea",30990,"Total",-1.64690999294035,""
"2008.01",2008,1,"Infectious diarrhea",353,"Xinjiang",-1.03015399009145,""
"2008.01",2008,1,"Infectious diarrhea",390,"Yunnan",-0.907686873805076,""
"2008.01",2008,1,"Infectious diarrhea",4025,"Zhejiang",-1.21848220555009,""
"2008.02",2008,2,"Infectious diarrhea",705,"Anhui",-1.82591777258205,""
"2008.02",2008,2,"Infectious diarrhea",1695,"Beijing",-0.891589826108482,""
"2008.02",2008,2,"Infectious diarrhea",842,"Chongqing",-1.29145823923044,""
"2008.02",2008,2,"Infectious diarrhea",516,"Fujian",-1.2858383318227,""
"2008.02",2008,2,"Infectious diarrhea",264,"Gansu",-1.39806889056316,""
"2008.02",2008,2,"Infectious diarrhea",4942,"Guangdong",-0.910275287524408,""
"2008.02",2008,2,"Infectious diarrhea",1291,"Guangxi",-0.989332679209111,""
"2008.02",2008,2,"Infectious diarrhea",264,"Guizhou",-1.10693310137446,""
"2008.02",2008,2,"Infectious diarrhea",89,"Hainan",-1.94387806620968,""
"2008.02",2008,2,"Infectious diarrhea",1628,"Hebei",-1.71067982196289,""
"2008.02",2008,2,"Infectious diarrhea",185,"Heilongjiang",-1.48753220335358,""
"2008.02",2008,2,"Infectious diarrhea",649,"Henan",-1.53636819933484,""
"2008.02",2008,2,"Infectious diarrhea",530,"Hubei",-1.64560575090971,""
"2008.02",2008,2,"Infectious diarrhea",608,"Hunan",-1.75792427318701,""
"2008.02",2008,2,"Infectious diarrhea",71,"Inner Mongolia",-1.40266664334482,""
"2008.02",2008,2,"Infectious diarrhea",288,"Jiangsu",-1.413350034044,""
"2008.02",2008,2,"Infectious diarrhea",717,"Jiangxi",-2.06771615661574,""
"2008.02",2008,2,"Infectious diarrhea",25,"Jilin",-1.25024265573396,""
"2008.02",2008,2,"Infectious diarrhea",424,"Liaoning",-0.989699348329017,""
"2008.02",2008,2,"Infectious diarrhea",187,"Ningxia",-1.80611967172848,""
"2008.02",2008,2,"Infectious diarrhea",42,"Qinghai",-1.49624432851948,""
"2008.02",2008,2,"Infectious diarrhea",589,"Shaanxi",-1.37779418903331,""
"2008.02",2008,2,"Infectious diarrhea",916,"Shandong",-1.18112784533398,""
"2008.02",2008,2,"Infectious diarrhea",138,"Shanghai",-1.09693729698558,""
"2008.02",2008,2,"Infectious diarrhea",319,"Shanxi",-1.77261431424939,""
"2008.02",2008,2,"Infectious diarrhea",1901,"Sichuan",-0.916711021747597,""
"2008.02",2008,2,"Infectious diarrhea",1200,"Tianjin",-1.00763528040699,""
"2008.02",2008,2,"Infectious diarrhea",2,"Tibet",-0.774972303881426,""
"2008.02",2008,2,"Infectious diarrhea",25267,"Total",-1.83983340527745,""
"2008.02",2008,2,"Infectious diarrhea",369,"Xinjiang",-1.01081709525234,""
"2008.02",2008,2,"Infectious diarrhea",274,"Yunnan",-0.989834508317415,""
"2008.02",2008,2,"Infectious diarrhea",3597,"Zhejiang",-1.32913140514536,""
"2008.03",2008,3,"Infectious diarrhea",1030,"Anhui",-1.7237562532592,""
"2008.03",2008,3,"Infectious diarrhea",2017,"Beijing",-0.723703588188052,""
"2008.03",2008,3,"Infectious diarrhea",941,"Chongqing",-1.2235686159457,""
"2008.03",2008,3,"Infectious diarrhea",829,"Fujian",-1.01451668627535,""
"2008.03",2008,3,"Infectious diarrhea",431,"Gansu",-1.10673574444701,""
"2008.03",2008,3,"Infectious diarrhea",5707,"Guangdong",-0.798112999888444,""
"2008.03",2008,3,"Infectious diarrhea",1347,"Guangxi",-0.974291084125329,""
"2008.03",2008,3,"Infectious diarrhea",310,"Guizhou",-1.01400014005917,""
"2008.03",2008,3,"Infectious diarrhea",126,"Hainan",-1.65914099735643,""
"2008.03",2008,3,"Infectious diarrhea",2350,"Hebei",-1.27079942849561,""
"2008.03",2008,3,"Infectious diarrhea",241,"Heilongjiang",-1.07616527304345,""
"2008.03",2008,3,"Infectious diarrhea",1323,"Henan",-1.25597751261121,""
"2008.03",2008,3,"Infectious diarrhea",770,"Hubei",-1.46505452959088,""
"2008.03",2008,3,"Infectious diarrhea",1040,"Hunan",-1.26927319801215,""
"2008.03",2008,3,"Infectious diarrhea",77,"Inner Mongolia",-1.36653752646844,""
"2008.03",2008,3,"Infectious diarrhea",329,"Jiangsu",-1.35776951517827,""
"2008.03",2008,3,"Infectious diarrhea",996,"Jiangxi",-1.74953512331973,""
"2008.03",2008,3,"Infectious diarrhea",52,"Jilin",-0.91446365516319,""
"2008.03",2008,3,"Infectious diarrhea",417,"Liaoning",-0.996364524730815,""
"2008.03",2008,3,"Infectious diarrhea",436,"Ningxia",-0.934453636286032,""
"2008.03",2008,3,"Infectious diarrhea",73,"Qinghai",-1.31023786152069,""
"2008.03",2008,3,"Infectious diarrhea",882,"Shaanxi",-1.08286091693032,""
"2008.03",2008,3,"Infectious diarrhea",1276,"Shandong",-1.09925034775368,""
"2008.03",2008,3,"Infectious diarrhea",178,"Shanghai",-0.927645284027171,""
"2008.03",2008,3,"Infectious diarrhea",441,"Shanxi",-1.56660058894257,""
"2008.03",2008,3,"Infectious diarrhea",2522,"Sichuan",-0.508737953829992,""
"2008.03",2008,3,"Infectious diarrhea",1366,"Tianjin",-0.915508463566607,""
"2008.03",2008,3,"Infectious diarrhea",2,"Tibet",-0.774972303881426,""
"2008.03",2008,3,"Infectious diarrhea",33291,"Total",-1.56934284777389,""
"2008.03",2008,3,"Infectious diarrhea",408,"Xinjiang",-0.963683414082016,""
"2008.03",2008,3,"Infectious diarrhea",347,"Yunnan",-0.938138152115684,""
"2008.03",2008,3,"Infectious diarrhea",5027,"Zhejiang",-0.959438985936885,""
"2008.04",2008,4,"Infectious diarrhea",1340,"Anhui",-1.62630988098201,""
"2008.04",2008,4,"Infectious diarrhea",3313,"Beijing",-0.0479875498499268,""
"2008.04",2008,4,"Infectious diarrhea",956,"Chongqing",-1.2132823093874,""
"2008.04",2008,4,"Infectious diarrhea",808,"Fujian",-1.03272037495425,""
"2008.04",2008,4,"Infectious diarrhea",428,"Gansu",-1.11196927401796,""
"2008.04",2008,4,"Infectious diarrhea",4750,"Guangdong",-0.938425822460493,""
"2008.04",2008,4,"Infectious diarrhea",1639,"Guangxi",-0.895859909759893,""
"2008.04",2008,4,"Infectious diarrhea",332,"Guizhou",-0.969553941169246,""
"2008.04",2008,4,"Infectious diarrhea",165,"Hainan",-1.35901273559219,""
"2008.04",2008,4,"Infectious diarrhea",2394,"Hebei",-1.24399231310426,""
"2008.04",2008,4,"Infectious diarrhea",273,"Heilongjiang",-0.841098455723382,""
"2008.04",2008,4,"Infectious diarrhea",1342,"Henan",-1.24807332411307,""
"2008.04",2008,4,"Infectious diarrhea",833,"Hubei",-1.41765983399468,""
"2008.04",2008,4,"Infectious diarrhea",1131,"Hunan",-1.16633975393596,""
"2008.04",2008,4,"Infectious diarrhea",81,"Inner Mongolia",-1.34245144855085,""
