"date","year","month","disease_en","value","province","value_norm","out_label"
"2008.01",2008,1,"Hepatitis B",2780,"Anhui",-0.783636601047672,""
"2008.01",2008,1,"Hepatitis B",496,"Beijing",3.39951547703351,""
"2008.01",2008,1,"Hepatitis B",2550,"Chongqing",1.74046055370079,""
"2008.01",2008,1,"Hepatitis B",5062,"Fujian",1.24851888250368,""
"2008.01",2008,1,"Hepatitis B",6363,"Gansu",2.27059811268896,""
"2008.01",2008,1,"Hepatitis B",10326,"Guangdong",-0.800578781551017,""
"2008.01",2008,1,"Hepatitis B",3664,"Guangxi",-0.151293318980785,""
"2008.01",2008,1,"Hepatitis B",2738,"Guizhou",1.58027594182982,""
"2008.01",2008,1,"Hepatitis B",546,"Hainan",-1.13507714244101,""
"2008.01",2008,1,"Hepatitis B",4928,"Hebei",0.644992436231336,""
"2008.01",2008,1,"Hepatitis B",1948,"Heilongjiang",2.31638052909433,""
"2008.01",2008,1,"Hepatitis B",13904,"Henan",1.77853132116813,""
"2008.01",2008,1,"Hepatitis B",5710,"Hubei",0.366404222809782,""
"2008.01",2008,1,"Hepatitis B",2687,"Hunan",-1.69510333237328,""
"2008.01",2008,1,"Hepatitis B",2875,"Inner Mongolia",1.76193246349489,""
"2008.01",2008,1,"Hepatitis B",1396,"Jiangsu",1.90013102190622,""
"2008.01",2008,1,"Hepatitis B",3083,"Jiangxi",-0.0808632475794065,""
"2008.01",2008,1,"Hepatitis B",1374,"Jilin",0.831825753383519,""
"2008.01",2008,1,"Hepatitis B",2989,"Liaoning",2.71488496524915,""
"2008.01",2008,1,"Hepatitis B",687,"Ningxia",1.72691344865483,""
"2008.01",2008,1,"Hepatitis B",1684,"Qinghai",1.66938999959428,""
"2008.01",2008,1,"Hepatitis B",2631,"Shaanxi",1.31230139337181,""
"2008.01",2008,1,"Hepatitis B",3218,"Shandong",-0.699411340506424,""
"2008.01",2008,1,"Hepatitis B",785,"Shanghai",0.475978643543019,""
"2008.01",2008,1,"Hepatitis B",3468,"Shanxi",-0.294162990770932,""
"2008.01",2008,1,"Hepatitis B",6488,"Sichuan",1.00761755206682,""
"2008.01",2008,1,"Hepatitis B",303,"Tianjin",2.48246159412098,""
"2008.01",2008,1,"Hepatitis B",44,"Tibet",-1.02775815165697,""
"2008.01",2008,1,"Hepatitis B",4807,"Xinjiang",2.17148629359505,""
"2008.01",2008,1,"Hepatitis B",1786,"Yunnan",0.421833684373704,""
"2008.01",2008,1,"Hepatitis B",3244,"Zhejiang",2.17784680058088,""
"2008.02",2008,2,"Hepatitis B",3013,"Anhui",-0.666447111686395,""
"2008.02",2008,2,"Hepatitis B",346,"Beijing",1.66495534614705,""
"2008.02",2008,2,"Hepatitis B",2056,"Chongqing",0.851172524430666,""
"2008.02",2008,2,"Hepatitis B",4261,"Fujian",0.42448652818106,""
"2008.02",2008,2,"Hepatitis B",4931,"Gansu",1.49483920365062,""
"2008.02",2008,2,"Hepatitis B",7715,"Guangdong",-1.57431587221158,""
"2008.02",2008,2,"Hepatitis B",2980,"Guangxi",-1.12821327713665,""
"2008.02",2008,2,"Hepatitis B",2149,"Guizhou",0.463319722202663,""
"2008.02",2008,2,"Hepatitis B",368,"Hainan",-1.74830765902341,""
"2008.02",2008,2,"Hepatitis B",3822,"Hebei",-1.56592692200782,""
"2008.02",2008,2,"Hepatitis B",1465,"Heilongjiang",0.957489225781475,""
"2008.02",2008,2,"Hepatitis B",12779,"Henan",1.46111159961832,""
"2008.02",2008,2,"Hepatitis B",5350,"Hubei",-0.0535655947912421,""
"2008.02",2008,2,"Hepatitis B",2407,"Hunan",-1.95138688922052,""
"2008.02",2008,2,"Hepatitis B",2143,"Inner Mongolia",0.304267410959111,""
"2008.02",2008,2,"Hepatitis B",1404,"Jiangsu",1.94866387050406,""
"2008.02",2008,2,"Hepatitis B",2765,"Jiangxi",-0.804562324959742,""
"2008.02",2008,2,"Hepatitis B",1157,"Jilin",0.319210785722795,""
"2008.02",2008,2,"Hepatitis B",2334,"Liaoning",1.12606174318512,""
"2008.02",2008,2,"Hepatitis B",655,"Ningxia",1.54446367223822,""
"2008.02",2008,2,"Hepatitis B",1086,"Qinghai",0.137599718658772,""
"2008.02",2008,2,"Hepatitis B",2111,"Shaanxi",0.339924394976506,""
"2008.02",2008,2,"Hepatitis B",2889,"Shandong",-0.905901170068188,""
"2008.02",2008,2,"Hepatitis B",397,"Shanghai",-0.519655237216815,""
"2008.02",2008,2,"Hepatitis B",2434,"Shanxi",-2.10888999820255,""
"2008.02",2008,2,"Hepatitis B",5358,"Sichuan",0.421002376907115,""
"2008.02",2008,2,"Hepatitis B",220,"Tianjin",0.811832034834159,""
"2008.02",2008,2,"Hepatitis B",39,"Tibet",-1.07607368675174,""
"2008.02",2008,2,"Hepatitis B",3799,"Xinjiang",0.85098704198799,""
"2008.02",2008,2,"Hepatitis B",1332,"Yunnan",-0.711505296017146,""
"2008.02",2008,2,"Hepatitis B",2636,"Zhejiang",1.34343356295266,""
"2008.03",2008,3,"Hepatitis B",3277,"Anhui",-0.533665887689068,""
"2008.03",2008,3,"Hepatitis B",529,"Beijing",3.78111870582854,""
"2008.03",2008,3,"Hepatitis B",2724,"Chongqing",2.05369155996192,""
"2008.03",2008,3,"Hepatitis B",4732,"Fujian",0.909029897576756,""
"2008.03",2008,3,"Hepatitis B",6538,"Gansu",2.36540105199183,""
"2008.03",2008,3,"Hepatitis B",10996,"Guangdong",-0.60203268781583,""
"2008.03",2008,3,"Hepatitis B",3306,"Guangxi",-0.662605226904471,""
"2008.03",2008,3,"Hepatitis B",3041,"Guizhou",2.15487311423564,""
"2008.03",2008,3,"Hepatitis B",525,"Hainan",-1.20742456293669,""
"2008.03",2008,3,"Hepatitis B",5214,"Hebei",1.21671299360602,""
"2008.03",2008,3,"Hepatitis B",2035,"Heilongjiang",2.56114977006372,""
"2008.03",2008,3,"Hepatitis B",16412,"Henan",2.48616568707652,""
"2008.03",2008,3,"Hepatitis B",6899,"Hubei",1.75347120371983,""
"2008.03",2008,3,"Hepatitis B",3508,"Hunan",-0.943643331760487,""
"2008.03",2008,3,"Hepatitis B",3132,"Inner Mongolia",2.27370830844256,""
"2008.03",2008,3,"Hepatitis B",1653,"Jiangsu",3.45924878311177,""
"2008.03",2008,3,"Hepatitis B",3055,"Jiangxi",-0.144585178921071,""
"2008.03",2008,3,"Hepatitis B",1599,"Jilin",1.36333896869994,""
"2008.03",2008,3,"Hepatitis B",2956,"Liaoning",2.63483738306883,""
"2008.03",2008,3,"Hepatitis B",802,"Ningxia",2.38259233265203,""
"2008.03",2008,3,"Hepatitis B",1684,"Qinghai",1.66938999959428,""
"2008.03",2008,3,"Hepatitis B",2768,"Shaanxi",1.56848533333365,""
"2008.03",2008,3,"Hepatitis B",3583,"Shandong",-0.470326879138508,""
"2008.03",2008,3,"Hepatitis B",567,"Shanghai",-0.0834238977086404,""
