0,1,2
病名,发病数,死亡数
甲乙丙类总计,23104,134
甲乙类,7520,133
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,434,128
肝炎,2721,0
甲肝,56,0
乙肝,2023,0
丙肝,580,0
丁肝,0,0
戊肝,56,0
肝炎（未分型）,6,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,6,0
出血热,2,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,214,0
肺结核,2155,5
伤寒+副伤寒,4,0
流脑,0,0
百日咳,30,0
白喉,0,0
新生儿破伤风,0,0
猩红热,32,0
布病,1,0
淋病,295,0
梅毒,1625,0
钩体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,1,0
丙类传染病合计,15584,1
流行性感冒,1190,0
流行性腮腺炎,478,0
风疹,6,0
急性出血性结膜炎,127,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,2891,0
手足口病,10891,1
水痘,6320,0
