0,1,2
病名,发病数,死亡数
甲乙丙类总计,20078,263
甲乙类,7768,263
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,496,258
肝炎,3097,1
甲肝,60,0
乙肝,2383,1
丙肝,573,0
丁肝,2,0
戊肝,78,0
肝炎（未分型）,1,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,133,0
肺结核,2008,4
伤寒+副伤寒,2,0
流脑,0,0
百日咳,97,0
白喉,0,0
新生儿破伤风,0,0
猩红热,49,0
布病,5,0
淋病,290,0
梅毒,1589,0
钩体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,1,0
丙类传染病合计,12310,0
流行性感冒,3969,0
流行性腮腺炎,306,0
风疹,4,0
急性出血性结膜炎,100,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,3573,0
手足口病,4357,0
水痘,3306,0
