0,1,2
病名,发病数,死亡数
甲乙丙类总计,17452,215
甲乙类,10262,215
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,369,208
肝炎,2861,2
甲肝,52,0
乙肝,2197,0
丙肝,506,2
丁肝,1,0
戊肝,100,0
肝炎（未分型）,5,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,1,0
狂犬病,1,1
乙脑,0,0
登革热,14,0
炭疽,0,0
痢疾,112,0
肺结核,1820,4
伤寒+副伤寒,7,0
流脑,0,0
百日咳,35,0
白喉,0,0
新生儿破伤风,0,0
猩红热,20,0
布病,7,0
淋病,264,0
梅毒,2072,0
钩体病,0,0
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,2675,0
丙类传染病合计,7190,0
流行性感冒,581,0
流行性腮腺炎,229,0
风疹,0,0
急性出血性结膜炎,82,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,2,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,3411,0
手足口病,2885,0
水痘,799,0
