0,1,2
病名,发病数,死亡数
甲乙丙类总计,47874,114
甲乙类,7712,113
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,293,101
肝炎,2618,2
甲肝,48,1
乙肝,1972,1
丙肝,519,0
丁肝,0,0
戊肝,65,0
肝炎（未分型）,14,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,9,0
出血热,0,0
狂犬病,1,1
乙脑,1,0
登革热,2,0
炭疽,0,0
痢疾,211,0
肺结核,2308,9
伤寒+副伤寒,2,0
流脑,0,0
百日咳,59,0
白喉,0,0
新生儿破伤风,0,0
猩红热,97,0
布病,5,0
淋病,249,0
梅毒,1856,0
钩体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
丙类传染病合计,40162,1
流行性感冒,30609,1
流行性腮腺炎,516,0
风疹,509,0
急性出血性结膜炎,207,0
麻风病,1,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2347,0
手足口病,5972,0
水痘,6757,0
