0,1,2
病名,发病数,死亡数
甲乙丙类总计,18466,98
甲乙类合计,7925,95
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,326,83
病毒性肝炎,2599,1
甲型肝炎,60,0
乙型肝炎,1895,1
丙型肝炎,538,0
丁型肝炎,2,0
戊型肝炎,87,0
未分型肝炎,17,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,8,0
流行性出血热,4,0
狂犬病,1,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴痢疾,220,0
肺结核,2634,9
伤寒+副伤寒,2,0
流行性脑脊髓膜炎,0,0
百日咳,206,0
白喉,0,0
新生儿破伤风,0,0
猩红热,55,0
布鲁氏菌病,4,0
淋病,187,0
梅毒,1673,1
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,6,1
人感染H7N9禽流感,0,0
丙类合计,10541,3
流行性感冒,2709,3
流行性腮腺炎,447,0
风疹,184,0
急性出血性结膜炎,139,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其他感染性腹泻病,4700,0
手足口病,2362,0
水痘,1108,0
